name,model,rho,i,time,train_rocauc,test_rocauc,train_prauc,test_prauc,train_bacc,test_bacc,train_kappa,test_kappa
breastcancer_full,khiops,0.0,0,1.1603000000000003,0.9951512236588967,0.9782608695652173,0.9887446429725146,0.9496021365358591,0.9762203033421324,0.9673913043478262,0.9442029628315444,0.9076517150395779
breastcancer_full,khiopsRF,0.0,0,1.3775812000000007,0.9961634826182274,0.9782608695652174,0.9916134178933201,0.9560607041170541,0.9843463379714554,0.9673913043478262,0.958242512087985,0.9076517150395779
breastcancer_full,khiops,0.05,0,1.1764200000000002,0.9739000870555146,0.9764492753623187,0.9498598638193392,0.9447623929461155,0.9563829549766736,0.9565217391304348,0.9059358504987621,0.8780487804878049
breastcancer_full,khiopsRF,0.05,0,1.3627000999999996,0.9776390097993259,0.9782608695652174,0.9654971546472518,0.9554398070008979,0.9621866559521418,0.9673913043478262,0.9164767068717494,0.9076517150395779
breastcancer_full,khiops,0.1,0,1.1647361999999997,0.9685541231384753,0.9764492753623188,0.9444846070117198,0.9480192417736165,0.9449544343187375,0.9673913043478262,0.8852602194521987,0.9076517150395779
breastcancer_full,khiopsRF,0.1,0,1.3009738999999998,0.9720104467659479,0.9692028985507246,0.9542715835750644,0.9234912536586719,0.9482773949766614,0.9673913043478262,0.8890848174925057,0.9076517150395779
breastcancer_full,khiops,0.2,0,1.074016199999999,0.9191221507634424,0.9746376811594203,0.8945279870151779,0.9416373402790232,0.913057269107932,0.9673913043478262,0.8276806750315051,0.9076517150395779
breastcancer_full,khiopsRF,0.2,0,1.2113040999999996,0.9189526184538652,0.970108695652174,0.8881498442894123,0.9205243591017039,0.9111650697816861,0.9673913043478262,0.827024827024827,0.9076517150395779
breastcancer_full,khiops,0.25,0,1.1521968999999999,0.9050673754210964,0.9782608695652173,0.8361568417612102,0.9560607041170542,0.8880321127007044,0.9565217391304348,0.7790123185700797,0.8780487804878049
breastcancer_full,khiopsRF,0.25,0,1.2173624000000007,0.9047064356652229,0.9610507246376812,0.8388626027184618,0.9084411148114344,0.8858391302445641,0.9565217391304348,0.7753460335950679,0.8780487804878049
breastcancer_full,khiops,0.33,0,1.1416785000000012,0.8682610544217687,0.9800724637681159,0.8249361898700575,0.957593681409513,0.8535129676870749,0.9673913043478262,0.7181671444226709,0.9076517150395779
breastcancer_full,khiopsRF,0.33,0,1.2706286999999996,0.8715561224489796,0.9755434782608694,0.8276589978600748,0.9440948675367422,0.8579825680272108,0.9673913043478262,0.7305362594695429,0.9076517150395779
breastcancer_full,khiops,0.5,0,1.063754900000001,0.819573097060008,0.9746376811594204,0.7581507065138476,0.9444093594726111,0.7927326875384191,0.9565217391304348,0.5961269714513875,0.8780487804878049
breastcancer_full,khiopsRF,0.5,0,1.2161212999999975,0.8250577611971937,0.9818840579710144,0.7654401543011932,0.962310579328621,0.8001144625559065,0.9565217391304348,0.6102703081307953,0.8780487804878049
breastcancer_full,khiops,0.66,0,1.0624894999999999,0.737012716281009,0.9669384057971014,0.6683951407553641,0.9245453079243308,0.7067229518449031,0.9565217391304348,0.4230588737201365,0.8780487804878049
breastcancer_full,khiopsRF,0.66,0,1.1410818999999996,0.7317281634354805,0.9773550724637681,0.6628047312883518,0.9500697927005795,0.7067229518449031,0.9565217391304348,0.4230588737201365,0.8780487804878049
breastcancer_full,khiops,0.75,0,1.0534280000000003,0.7415064591598006,0.980072463768116,0.7161566894406202,0.952387016094152,0.7201047706235377,0.9347826086956521,0.44734448326476606,0.8205128205128205
breastcancer_full,khiopsRF,0.75,0,1.170157500000002,0.7511189095717629,0.9710144927536232,0.7261940074513489,0.9325648967359381,0.7220781202319194,0.9565217391304348,0.45101249283430855,0.8780487804878049
breastcancer_full,khiops,0.9,0,1.0949513000000017,0.6509154686834688,0.9655797101449275,0.6521383040416769,0.9289766590367605,0.6320079482552363,0.9347826086956521,0.26727973438293817,0.8205128205128205
